Day,Minute,Occupant 1 Activity,Occupant 2 Activity,Unit Energy Cost ($),Energy Comsumption (kWh),Control Cost ($)
9,315,0,0,0.34,0.0,0.0
9,316,0,0,0.34,0.0,0.0
9,317,0,0,0.34,0.0,0.0
9,318,0,0,0.34,0.0,0.0
9,319,0,0,0.34,0.0,0.0
9,320,0,0,0.34,0.0,0.0
9,321,0,0,0.34,0.0,0.0
9,322,0,0,0.34,0.0,0.0
9,323,0,0,0.34,0.0,0.0
9,324,0,0,0.34,0.0,0.0
9,325,0,0,0.34,0.0,0.0
9,326,0,0,0.34,0.0,0.0
9,327,0,0,0.34,0.0,0.0
9,328,0,0,0.34,0.0,0.0
9,329,0,0,0.34,0.0,0.0
9,330,0,0,0.34,0.0,0.0
9,331,0,0,0.34,0.0,0.0
9,332,0,0,0.34,0.0,0.0
9,333,0,0,0.34,0.0,0.0
9,334,0,0,0.34,0.0,0.0
9,335,0,0,0.34,0.0,0.0
9,336,0,0,0.34,0.0,0.0
9,337,0,0,0.34,0.0,0.0
9,338,0,0,0.34,0.0,0.0
9,339,0,0,0.34,0.0,0.0
9,340,0,0,0.34,0.0,0.0
9,341,0,0,0.34,0.0,0.0
9,342,0,0,0.34,0.0,0.0
9,343,0,0,0.34,0.0,0.0
9,344,0,0,0.34,0.0,0.0
9,345,0,0,0.34,0.0,0.0
9,346,0,0,0.34,0.0,0.0
9,347,0,0,0.34,0.0,0.0
9,348,0,0,0.34,0.0,0.0
9,349,0,0,0.34,0.0,0.0
9,350,0,0,0.34,0.0,0.0
9,351,0,0,0.34,0.0,0.0
9,352,0,0,0.34,0.0,0.0
9,353,0,0,0.34,0.0,0.0
9,354,0,0,0.34,0.0,0.0
9,355,0,0,0.34,0.0,0.0
9,356,0,0,0.34,0.0,0.0
9,357,0,0,0.34,0.0,0.0
9,358,0,0,0.34,0.0,0.0
9,359,0,0,0.34,0.0,0.0
9,360,0,0,0.34,0.0,0.0
9,361,0,0,0.34,0.0,0.0
9,362,0,0,0.34,0.0,0.0
9,363,0,0,0.34,0.0,0.0
9,364,0,0,0.34,0.0,0.0
9,365,0,0,0.34,0.0,0.0
9,366,0,0,0.34,0.0,0.0
9,367,0,0,0.34,0.0,0.0
9,368,0,0,0.34,0.0,0.0
9,369,0,0,0.34,0.0,0.0
9,370,0,0,0.34,0.0,0.0
9,371,0,0,0.34,0.0,0.0
9,372,0,0,0.34,0.0,0.0
9,373,0,0,0.34,0.0,0.0
9,374,0,0,0.34,0.0,0.0
9,375,0,0,0.34,0.0,0.0
9,376,0,0,0.34,0.0,0.0
9,377,0,0,0.34,0.0,0.0
9,378,0,0,0.34,0.0,0.0
9,379,0,0,0.34,0.0,0.0
9,380,0,0,0.34,0.0,0.0
9,381,0,0,0.34,0.0,0.0
9,382,0,0,0.34,0.0,0.0
9,383,0,0,0.34,0.0,0.0
9,384,0,0,0.34,0.0,0.0
9,385,0,0,0.34,0.0,0.0
9,386,0,0,0.34,0.0,0.0
9,387,0,0,0.34,0.0,0.0
9,388,0,0,0.34,0.0,0.0
9,389,0,0,0.34,0.0,0.0
9,390,0,0,0.34,0.0,0.0
9,391,0,0,0.34,0.0,0.0
9,392,0,0,0.34,0.0,0.0
9,393,0,0,0.34,0.0,0.0
9,394,0,0,0.34,0.0,0.0
9,395,0,0,0.34,0.0,0.0
9,396,0,0,0.34,0.0,0.0
9,397,0,0,0.34,0.0,0.0
9,398,0,0,0.34,0.0,0.0
9,399,0,0,0.34,0.0,0.0
9,400,0,0,0.34,0.0,0.0
9,401,0,0,0.34,0.0,0.0
9,402,0,0,0.34,0.0,0.0
9,403,0,0,0.34,0.0,0.0
9,404,0,0,0.34,0.0,0.0
9,405,0,0,0.34,0.0,0.0
9,406,0,0,0.34,0.0,0.0
9,407,0,0,0.34,0.0,0.0
9,408,0,0,0.34,0.0,0.0
9,409,0,0,0.34,0.0,0.0
9,410,0,0,0.34,0.0,0.0
9,411,0,0,0.34,0.0,0.0
9,412,0,0,0.34,0.0,0.0
9,413,0,0,0.34,0.0,0.0
9,414,0,0,0.34,0.0,0.0
9,415,0,0,0.34,0.0,0.0
9,416,0,0,0.34,0.0,0.0
9,417,0,0,0.34,0.0,0.0
9,418,0,0,0.34,0.0,0.0
9,419,0,0,0.34,0.0,0.0
9,420,0,0,0.34,0.0,0.0
9,421,0,0,0.34,0.0,0.0
9,422,0,0,0.34,0.0,0.0
9,423,0,0,0.34,0.0,0.0
9,424,0,0,0.34,0.0,0.0
9,425,0,0,0.34,0.0,0.0
9,426,0,0,0.34,0.0,0.0
9,427,0,0,0.34,0.0,0.0
9,428,0,0,0.34,0.0,0.0
9,429,0,0,0.34,0.0,0.0
9,430,0,0,0.34,0.0,0.0
9,431,0,0,0.34,0.0,0.0
9,432,0,0,0.34,0.0,0.0
9,433,0,0,0.34,0.0,0.0
9,434,0,0,0.34,0.0,0.0
9,435,0,0,0.34,0.0,0.0
9,436,0,0,0.34,0.0,0.0
9,437,0,0,0.34,0.0,0.0
9,438,0,0,0.34,0.0,0.0
9,439,0,0,0.34,0.0,0.0
9,440,0,0,0.34,0.0,0.0
9,441,0,0,0.34,0.0,0.0
9,442,0,0,0.34,0.0,0.0
9,443,0,0,0.34,0.0,0.0
9,444,0,0,0.34,0.0,0.0
9,445,0,0,0.34,0.0,0.0
9,446,0,0,0.34,0.0,0.0
9,447,0,0,0.34,0.0,0.0
9,448,0,0,0.34,0.0,0.0
9,449,0,0,0.34,0.0,0.0
9,450,0,0,0.34,0.0,0.0
9,451,0,0,0.34,0.0,0.0
9,452,0,0,0.34,0.0,0.0
9,453,0,0,0.34,0.0,0.0
9,454,0,0,0.34,0.0,0.0
9,455,0,0,0.34,0.0,0.0
9,456,0,0,0.34,0.0,0.0
9,457,0,0,0.34,0.0,0.0
9,458,0,0,0.34,0.0,0.0
9,459,0,0,0.34,0.0,0.0
9,460,0,0,0.34,0.0,0.0
9,461,0,0,0.34,0.0,0.0
9,462,0,0,0.34,0.0,0.0
9,463,0,0,0.34,0.0,0.0
9,464,0,0,0.34,0.0,0.0
9,465,0,0,0.34,0.0,0.0
9,466,0,0,0.34,0.0,0.0
9,467,0,0,0.34,0.0,0.0
9,468,0,0,0.34,0.0,0.0
9,469,0,0,0.34,0.0,0.0
9,470,0,0,0.34,0.0,0.0
9,471,0,0,0.34,0.0,0.0
9,472,0,0,0.34,0.0,0.0
9,473,0,0,0.34,0.0,0.0
9,474,0,0,0.34,0.0,0.0
9,475,0,0,0.34,0.0,0.0
9,476,0,0,0.34,0.0,0.0
9,477,0,0,0.34,0.0,0.0
9,478,0,0,0.34,0.0,0.0
9,479,0,0,0.34,0.0,0.0
9,480,0,0,0.34,0.0,0.0
9,481,0,0,0.34,0.0,0.0
9,482,0,0,0.34,0.0,0.0
9,483,0,0,0.34,0.0,0.0
9,484,0,0,0.34,0.0,0.0
9,485,0,0,0.34,0.0,0.0
9,486,0,0,0.34,0.0,0.0
9,487,0,0,0.34,0.0,0.0
9,488,0,0,0.34,0.0,0.0
9,489,0,0,0.34,0.0,0.0
9,490,0,0,0.34,0.0,0.0
9,491,0,0,0.34,0.0,0.0
9,492,0,0,0.34,0.0,0.0
9,493,0,0,0.34,0.0,0.0
9,494,0,0,0.34,0.0,0.0
9,495,0,0,0.34,0.0,0.0
9,496,0,0,0.34,0.0,0.0
9,497,0,0,0.34,0.0,0.0
9,498,0,0,0.34,0.0,0.0
9,499,0,0,0.34,0.0,0.0
9,500,0,0,0.34,0.0,0.0
9,501,0,0,0.34,0.0,0.0
9,502,0,0,0.34,0.0,0.0
9,503,0,0,0.34,0.0,0.0
9,504,0,0,0.34,0.0,0.0
9,505,0,0,0.34,0.0,0.0
9,506,1,2,0.34,0.007328273316,0.00249161292744
9,507,1,2,0.34,0.007328273316,0.00249161292744
9,508,4,3,0.34,0.016226890914,0.0055171429107600005
9,509,4,5,0.34,0.017330251768083334,0.005892285601148334
9,510,4,5,0.34,0.017330251768083334,0.005892285601148334
9,511,1,5,0.34,0.006861289888083333,0.002332838561948333
9,512,1,5,0.34,0.006861289888083333,0.002332838561948333
9,513,1,5,0.34,0.006861289888083333,0.002332838561948333
9,514,1,5,0.34,0.006861289888083333,0.002332838561948333
9,515,6,7,0.34,0.039319850066300004,0.013368749022542002
9,516,6,7,0.34,0.039319850066300004,0.013368749022542002
9,517,9,8,0.34,0.015703283250233332,0.005339116305079334
9,518,9,8,0.34,0.015703283250233332,0.005339116305079334
9,519,9,8,0.34,0.015703283250233332,0.005339116305079334
9,520,9,8,0.34,0.015703283250233332,0.005339116305079334
9,521,9,8,0.34,0.015703283250233332,0.005339116305079334
9,522,10,11,0.34,0.012248824714783335,0.004164600403026335
9,523,10,11,0.34,0.012248824714783335,0.004164600403026335
9,524,10,11,0.34,0.012248824714783335,0.004164600403026335
9,525,10,11,0.34,0.012248824714783335,0.004164600403026335
9,526,12,13,0.34,0.014775433961666667,0.005023647546966667
9,527,13,13,0.34,0.013609650444000001,0.004627281150960001
9,528,13,13,0.34,0.013609650444000001,0.004627281150960001
9,529,12,13,0.34,0.014775433961666667,0.005023647546966667
9,530,12,13,0.34,0.014775433961666667,0.005023647546966667
9,531,12,13,0.34,0.014775433961666667,0.005023647546966667
9,532,12,13,0.34,0.014775433961666667,0.005023647546966667
9,533,12,13,0.34,0.014775433961666667,0.005023647546966667
9,534,14,15,0.34,0.04382549130255,0.014900667042867001
9,535,14,15,0.34,0.04382549130255,0.014900667042867001
9,536,14,15,0.34,0.04382549130255,0.014900667042867001
9,537,14,15,0.34,0.04382549130255,0.014900667042867001
9,538,14,15,0.34,0.04382549130255,0.014900667042867001
9,539,14,15,0.34,0.04382549130255,0.014900667042867001
9,540,14,15,0.34,0.04382549130255,0.014900667042867001
9,541,14,15,0.34,0.04382549130255,0.014900667042867001
9,542,14,15,0.34,0.04382549130255,0.014900667042867001
9,543,14,15,0.34,0.04382549130255,0.014900667042867001
9,544,14,15,0.34,0.04382549130255,0.014900667042867001
9,545,14,15,0.34,0.04382549130255,0.014900667042867001
9,546,14,15,0.34,0.04382549130255,0.014900667042867001
9,547,14,15,0.34,0.04382549130255,0.014900667042867001
9,548,14,15,0.34,0.04382549130255,0.014900667042867001
9,549,14,15,0.34,0.04382549130255,0.014900667042867001
9,550,14,15,0.34,0.04382549130255,0.014900667042867001
9,551,14,15,0.34,0.04382549130255,0.014900667042867001
9,552,14,15,0.34,0.04382549130255,0.014900667042867001
9,553,14,15,0.34,0.04382549130255,0.014900667042867001
9,554,14,15,0.34,0.04382549130255,0.014900667042867001
9,555,14,15,0.34,0.04382549130255,0.014900667042867001
9,556,14,15,0.34,0.04382549130255,0.014900667042867001
9,557,14,15,0.34,0.04382549130255,0.014900667042867001
9,558,14,15,0.34,0.04382549130255,0.014900667042867001
9,559,14,15,0.34,0.04382549130255,0.014900667042867001
9,560,14,15,0.34,0.04382549130255,0.014900667042867001
9,561,14,15,0.34,0.04382549130255,0.014900667042867001
9,562,14,15,0.34,0.04382549130255,0.014900667042867001
9,563,14,15,0.34,0.04382549130255,0.014900667042867001
9,564,14,15,0.34,0.04382549130255,0.014900667042867001
9,565,14,15,0.34,0.04382549130255,0.014900667042867001
9,566,14,15,0.34,0.04382549130255,0.014900667042867001
9,567,14,15,0.34,0.04382549130255,0.014900667042867001
9,568,14,15,0.34,0.04382549130255,0.014900667042867001
9,569,14,15,0.34,0.04382549130255,0.014900667042867001
9,570,14,15,0.34,0.04382549130255,0.014900667042867001
9,571,14,15,0.34,0.04382549130255,0.014900667042867001
9,572,14,15,0.34,0.04382549130255,0.014900667042867001
9,573,14,15,0.34,0.04382549130255,0.014900667042867001
9,574,14,15,0.34,0.04382549130255,0.014900667042867001
9,575,14,15,0.34,0.04382549130255,0.014900667042867001
9,576,14,15,0.34,0.04382549130255,0.014900667042867001
9,577,14,15,0.34,0.04382549130255,0.014900667042867001
9,578,14,15,0.34,0.04382549130255,0.014900667042867001
9,579,14,15,0.34,0.04382549130255,0.014900667042867001
9,580,14,15,0.34,0.04382549130255,0.014900667042867001
9,581,14,15,0.34,0.04382549130255,0.014900667042867001
9,582,14,15,0.34,0.04382549130255,0.014900667042867001
9,583,14,15,0.34,0.04382549130255,0.014900667042867001
9,584,14,15,0.34,0.04382549130255,0.014900667042867001
9,585,14,15,0.34,0.04382549130255,0.014900667042867001
9,586,14,15,0.34,0.04382549130255,0.014900667042867001
9,587,14,15,0.34,0.04382549130255,0.014900667042867001
9,588,14,15,0.34,0.04382549130255,0.014900667042867001
9,589,14,15,0.34,0.04382549130255,0.014900667042867001
9,590,14,15,0.34,0.04382549130255,0.014900667042867001
9,591,14,15,0.34,0.04382549130255,0.014900667042867001
9,592,14,15,0.34,0.04382549130255,0.014900667042867001
9,593,14,15,0.34,0.04382549130255,0.014900667042867001
9,594,14,15,0.34,0.04382549130255,0.014900667042867001
9,595,14,15,0.34,0.04382549130255,0.014900667042867001
9,596,14,15,0.34,0.04382549130255,0.014900667042867001
9,597,14,15,0.34,0.04382549130255,0.014900667042867001
9,598,14,15,0.34,0.04382549130255,0.014900667042867001
9,599,14,15,0.34,0.04382549130255,0.014900667042867001
9,600,14,15,0.34,0.04382549130255,0.014900667042867001
9,601,14,15,0.34,0.04382549130255,0.014900667042867001
9,602,14,15,0.34,0.04382549130255,0.014900667042867001
9,603,14,15,0.34,0.04382549130255,0.014900667042867001
9,604,14,15,0.34,0.04382549130255,0.014900667042867001
9,605,14,15,0.34,0.04382549130255,0.014900667042867001
9,606,14,15,0.34,0.04382549130255,0.014900667042867001
9,607,14,15,0.34,0.04382549130255,0.014900667042867001
9,608,14,15,0.34,0.04382549130255,0.014900667042867001
9,609,14,15,0.34,0.04382549130255,0.014900667042867001
9,610,14,15,0.34,0.04382549130255,0.014900667042867001
9,611,14,15,0.34,0.04382549130255,0.014900667042867001
9,612,14,15,0.34,0.04382549130255,0.014900667042867001
9,613,14,15,0.34,0.04382549130255,0.014900667042867001
9,614,14,15,0.34,0.04382549130255,0.014900667042867001
9,615,14,15,0.34,0.04382549130255,0.014900667042867001
9,616,14,15,0.34,0.04382549130255,0.014900667042867001
9,617,14,15,0.34,0.04382549130255,0.014900667042867001
9,618,14,15,0.34,0.04382549130255,0.014900667042867001
9,619,14,15,0.34,0.04382549130255,0.014900667042867001
9,620,14,15,0.34,0.04382549130255,0.014900667042867001
9,621,14,15,0.34,0.04382549130255,0.014900667042867001
9,622,14,15,0.34,0.04382549130255,0.014900667042867001
9,623,14,15,0.34,0.04382549130255,0.014900667042867001
9,624,14,15,0.34,0.04382549130255,0.014900667042867001
9,625,14,15,0.34,0.04382549130255,0.014900667042867001
9,626,14,15,0.34,0.04382549130255,0.014900667042867001
9,627,14,15,0.34,0.04382549130255,0.014900667042867001
9,628,14,15,0.34,0.04382549130255,0.014900667042867001
9,629,14,15,0.34,0.04382549130255,0.014900667042867001
9,630,14,15,0.34,0.04382549130255,0.014900667042867001
9,631,14,15,0.34,0.04382549130255,0.014900667042867001
9,632,14,15,0.34,0.04382549130255,0.014900667042867001
9,633,14,15,0.34,0.04382549130255,0.014900667042867001
9,634,14,15,0.34,0.04382549130255,0.014900667042867001
9,635,14,15,0.34,0.04382549130255,0.014900667042867001
9,636,14,15,0.34,0.04382549130255,0.014900667042867001
9,637,14,15,0.34,0.04382549130255,0.014900667042867001
9,638,14,15,0.34,0.04382549130255,0.014900667042867001
9,639,14,15,0.34,0.04382549130255,0.014900667042867001
9,640,14,15,0.34,0.04382549130255,0.014900667042867001
9,641,14,15,0.34,0.04382549130255,0.014900667042867001
9,642,14,15,0.34,0.04382549130255,0.014900667042867001
9,643,14,15,0.34,0.04382549130255,0.014900667042867001
9,644,14,15,0.34,0.04382549130255,0.014900667042867001
9,645,14,15,0.34,0.04382549130255,0.014900667042867001
9,646,14,15,0.34,0.04382549130255,0.014900667042867001
9,647,14,15,0.34,0.04382549130255,0.014900667042867001
9,648,14,15,0.34,0.04382549130255,0.014900667042867001
9,649,14,15,0.34,0.04382549130255,0.014900667042867001
9,650,14,15,0.34,0.04382549130255,0.014900667042867001
9,651,14,15,0.34,0.04382549130255,0.014900667042867001
9,652,14,15,0.34,0.04382549130255,0.014900667042867001
9,653,14,15,0.34,0.04382549130255,0.014900667042867001
9,654,14,15,0.34,0.04382549130255,0.014900667042867001
9,655,14,15,0.34,0.04382549130255,0.014900667042867001
9,656,14,15,0.34,0.04382549130255,0.014900667042867001
9,657,14,15,0.34,0.04382549130255,0.014900667042867001
9,658,14,15,0.34,0.04382549130255,0.014900667042867001
9,659,14,15,0.34,0.04382549130255,0.014900667042867001
9,660,14,15,0.34,0.04382549130255,0.014900667042867001
9,661,14,15,0.34,0.04382549130255,0.014900667042867001
9,662,14,15,0.34,0.04382549130255,0.014900667042867001
9,663,14,15,0.34,0.04382549130255,0.014900667042867001
9,664,14,15,0.34,0.04382549130255,0.014900667042867001
9,665,14,15,0.34,0.04382549130255,0.014900667042867001
9,666,14,15,0.34,0.04382549130255,0.014900667042867001
9,667,14,15,0.34,0.04382549130255,0.014900667042867001
9,668,14,15,0.34,0.04382549130255,0.014900667042867001
9,669,14,15,0.34,0.04382549130255,0.014900667042867001
9,670,14,15,0.34,0.04382549130255,0.014900667042867001
9,671,14,15,0.34,0.04382549130255,0.014900667042867001
9,672,14,15,0.34,0.04382549130255,0.014900667042867001
9,673,14,15,0.34,0.04382549130255,0.014900667042867001
9,674,14,15,0.34,0.04382549130255,0.014900667042867001
9,675,14,15,0.34,0.04382549130255,0.014900667042867001
9,676,14,15,0.34,0.04382549130255,0.014900667042867001
9,677,14,15,0.34,0.04382549130255,0.014900667042867001
9,678,14,15,0.34,0.04382549130255,0.014900667042867001
9,679,14,15,0.34,0.04382549130255,0.014900667042867001
9,680,14,15,0.34,0.04382549130255,0.014900667042867001
9,681,14,15,0.34,0.04382549130255,0.014900667042867001
9,682,14,15,0.34,0.04382549130255,0.014900667042867001
9,683,1,2,0.34,0.007328273316,0.00249161292744
9,684,1,2,0.34,0.007328273316,0.00249161292744
9,685,4,3,0.34,0.016226890914,0.0055171429107600005
9,686,1,5,0.34,0.006861289888083333,0.002332838561948333
9,687,1,5,0.34,0.006861289888083333,0.002332838561948333
9,688,1,5,0.34,0.006861289888083333,0.002332838561948333
9,689,1,5,0.34,0.006861289888083333,0.002332838561948333
9,690,1,5,0.34,0.006861289888083333,0.002332838561948333
9,691,1,5,0.34,0.006861289888083333,0.002332838561948333
9,692,6,7,0.34,0.039319850066300004,0.013368749022542002
9,693,6,7,0.34,0.039319850066300004,0.013368749022542002
9,694,9,8,0.34,0.015703283250233332,0.005339116305079334
9,695,9,8,0.34,0.015703283250233332,0.005339116305079334
9,696,9,8,0.34,0.015703283250233332,0.005339116305079334
9,697,9,8,0.34,0.015703283250233332,0.005339116305079334
9,698,9,8,0.34,0.015703283250233332,0.005339116305079334
9,699,10,11,0.34,0.012248824714783335,0.004164600403026335
9,700,10,11,0.34,0.012248824714783335,0.004164600403026335
9,701,10,11,0.34,0.012248824714783335,0.004164600403026335
9,702,10,11,0.34,0.012248824714783335,0.004164600403026335
9,703,12,13,0.34,0.014775433961666667,0.005023647546966667
9,704,13,13,0.34,0.013609650444000001,0.004627281150960001
9,705,13,13,0.34,0.013609650444000001,0.004627281150960001
9,706,13,13,0.34,0.013609650444000001,0.004627281150960001
9,707,13,13,0.34,0.013609650444000001,0.004627281150960001
9,708,13,13,0.34,0.013609650444000001,0.004627281150960001
9,709,12,13,0.34,0.014775433961666667,0.005023647546966667
9,710,12,13,0.34,0.014775433961666667,0.005023647546966667
9,711,12,13,0.34,0.014775433961666667,0.005023647546966667
9,712,12,13,0.34,0.014775433961666667,0.005023647546966667
9,713,14,15,0.34,0.04382549130255,0.014900667042867001
9,714,14,15,0.34,0.04382549130255,0.014900667042867001
9,715,0,0,0.34,0.0,0.0
9,716,0,0,0.34,0.0,0.0
9,717,0,0,0.34,0.0,0.0
9,718,0,0,0.34,0.0,0.0
9,719,0,0,0.34,0.0,0.0
9,720,0,0,0.34,0.0,0.0
9,721,0,0,0.34,0.0,0.0
9,722,0,0,0.34,0.0,0.0
9,723,0,0,0.34,0.0,0.0
9,724,0,0,0.34,0.0,0.0
9,725,0,0,0.34,0.0,0.0
9,726,0,0,0.34,0.0,0.0
9,727,0,0,0.34,0.0,0.0
9,728,0,0,0.34,0.0,0.0
9,729,0,0,0.34,0.0,0.0
9,730,0,0,0.34,0.0,0.0
9,731,0,0,0.34,0.0,0.0
9,732,0,0,0.34,0.0,0.0
9,733,0,0,0.34,0.0,0.0
9,734,0,0,0.34,0.0,0.0
9,735,0,0,0.34,0.0,0.0
9,736,0,0,0.34,0.0,0.0
9,737,0,0,0.34,0.0,0.0
9,738,0,0,0.34,0.0,0.0
9,739,0,0,0.34,0.0,0.0
9,740,0,0,0.34,0.0,0.0
9,741,0,0,0.34,0.0,0.0
9,742,0,0,0.34,0.0,0.0
9,743,0,0,0.34,0.0,0.0
9,744,0,0,0.34,0.0,0.0
9,745,0,0,0.34,0.0,0.0
9,746,0,0,0.34,0.0,0.0
9,747,0,0,0.34,0.0,0.0
9,748,0,0,0.34,0.0,0.0
9,749,0,0,0.34,0.0,0.0
9,750,0,0,0.34,0.0,0.0
9,751,0,0,0.34,0.0,0.0
9,752,0,0,0.34,0.0,0.0
9,753,0,0,0.34,0.0,0.0
9,754,0,0,0.34,0.0,0.0
9,755,0,0,0.34,0.0,0.0
9,756,0,0,0.34,0.0,0.0
9,757,0,0,0.34,0.0,0.0
9,758,0,0,0.34,0.0,0.0
9,759,0,0,0.34,0.0,0.0
9,760,0,0,0.34,0.0,0.0
9,761,0,0,0.34,0.0,0.0
9,762,0,0,0.34,0.0,0.0
9,763,0,0,0.34,0.0,0.0
9,764,0,0,0.34,0.0,0.0
9,765,0,0,0.34,0.0,0.0
9,766,0,0,0.34,0.0,0.0
9,767,0,0,0.34,0.0,0.0
9,768,0,0,0.34,0.0,0.0
9,769,0,0,0.34,0.0,0.0
9,770,0,0,0.34,0.0,0.0
9,771,0,0,0.34,0.0,0.0
9,772,0,0,0.34,0.0,0.0
9,773,0,0,0.34,0.0,0.0
9,774,0,0,0.34,0.0,0.0
9,775,0,0,0.34,0.0,0.0
9,776,0,0,0.34,0.0,0.0
9,777,0,0,0.34,0.0,0.0
9,778,0,0,0.34,0.0,0.0
9,779,0,0,0.34,0.0,0.0
9,780,0,0,0.34,0.0,0.0
9,781,0,0,0.34,0.0,0.0
9,782,0,0,0.34,0.0,0.0
9,783,0,0,0.34,0.0,0.0
9,784,0,0,0.34,0.0,0.0
9,785,0,0,0.34,0.0,0.0
9,786,0,0,0.34,0.0,0.0
9,787,0,0,0.34,0.0,0.0
9,788,0,0,0.34,0.0,0.0
9,789,0,0,0.34,0.0,0.0
9,790,0,0,0.34,0.0,0.0
9,791,0,0,0.34,0.0,0.0
9,792,0,0,0.34,0.0,0.0
9,793,0,0,0.34,0.0,0.0
9,794,0,0,0.34,0.0,0.0
9,795,0,0,0.34,0.0,0.0
9,796,0,0,0.34,0.0,0.0
9,797,0,0,0.34,0.0,0.0
9,798,0,0,0.34,0.0,0.0
9,799,0,0,0.34,0.0,0.0
9,800,0,0,0.34,0.0,0.0
9,801,0,0,0.34,0.0,0.0
9,802,0,0,0.34,0.0,0.0
9,803,0,0,0.34,0.0,0.0
9,804,0,0,0.34,0.0,0.0
9,805,0,0,0.34,0.0,0.0
9,806,0,0,0.34,0.0,0.0
9,807,0,0,0.34,0.0,0.0
9,808,0,0,0.34,0.0,0.0
9,809,0,0,0.34,0.0,0.0
9,810,0,0,0.34,0.0,0.0
9,811,0,0,0.34,0.0,0.0
9,812,0,0,0.34,0.0,0.0
9,813,0,0,0.34,0.0,0.0
9,814,0,0,0.34,0.0,0.0
9,815,0,0,0.34,0.0,0.0
9,816,0,0,0.34,0.0,0.0
9,817,0,0,0.34,0.0,0.0
9,818,0,0,0.34,0.0,0.0
9,819,0,0,0.34,0.0,0.0
9,820,0,0,0.34,0.0,0.0
9,821,0,0,0.34,0.0,0.0
9,822,0,0,0.34,0.0,0.0
9,823,0,0,0.34,0.0,0.0
9,824,0,0,0.34,0.0,0.0
9,825,0,0,0.34,0.0,0.0
9,826,0,0,0.34,0.0,0.0
9,827,0,0,0.34,0.0,0.0
9,828,0,0,0.34,0.0,0.0
9,829,0,0,0.34,0.0,0.0
9,830,0,0,0.34,0.0,0.0
9,831,0,0,0.34,0.0,0.0
9,832,0,0,0.34,0.0,0.0
9,833,0,0,0.34,0.0,0.0
9,834,0,0,0.34,0.0,0.0
9,835,0,0,0.34,0.0,0.0
9,836,0,0,0.34,0.0,0.0
9,837,0,0,0.34,0.0,0.0
9,838,0,0,0.34,0.0,0.0
9,839,0,0,0.34,0.0,0.0
9,840,0,0,0.34,0.0,0.0
9,841,0,0,0.34,0.0,0.0
9,842,0,0,0.34,0.0,0.0
9,843,0,0,0.34,0.0,0.0
9,844,0,0,0.34,0.0,0.0
9,845,0,0,0.34,0.0,0.0
9,846,0,0,0.34,0.0,0.0
9,847,0,0,0.34,0.0,0.0
9,848,0,0,0.34,0.0,0.0
9,849,0,0,0.34,0.0,0.0
9,850,0,0,0.34,0.0,0.0
9,851,0,0,0.34,0.0,0.0
9,852,0,0,0.34,0.0,0.0
9,853,0,0,0.34,0.0,0.0
9,854,0,0,0.34,0.0,0.0
9,855,0,0,0.34,0.0,0.0
9,856,0,0,0.34,0.0,0.0
9,857,0,0,0.34,0.0,0.0
9,858,0,0,0.34,0.0,0.0
9,859,0,0,0.34,0.0,0.0
9,860,0,0,0.34,0.0,0.0
9,861,0,0,0.34,0.0,0.0
9,862,0,0,0.34,0.0,0.0
9,863,0,0,0.34,0.0,0.0
9,864,0,0,0.34,0.0,0.0
9,865,0,0,0.34,0.0,0.0
9,866,0,0,0.34,0.0,0.0
9,867,0,0,0.34,0.0,0.0
9,868,0,0,0.34,0.0,0.0
9,869,0,0,0.34,0.0,0.0
9,870,0,0,0.34,0.0,0.0
9,871,0,0,0.34,0.0,0.0
9,872,0,0,0.34,0.0,0.0
9,873,0,0,0.34,0.0,0.0
9,874,0,0,0.34,0.0,0.0
9,875,0,0,0.34,0.0,0.0
9,876,0,0,0.34,0.0,0.0
9,877,0,0,0.34,0.0,0.0
9,878,0,0,0.34,0.0,0.0
9,879,0,0,0.34,0.0,0.0
9,880,0,0,0.34,0.0,0.0
9,881,0,0,0.34,0.0,0.0
9,882,0,0,0.34,0.0,0.0
9,883,0,0,0.34,0.0,0.0
9,884,0,0,0.34,0.0,0.0
9,885,0,0,0.34,0.0,0.0
9,886,0,0,0.34,0.0,0.0
9,887,0,0,0.34,0.0,0.0
9,888,0,0,0.34,0.0,0.0
9,889,0,0,0.34,0.0,0.0
9,890,0,0,0.34,0.0,0.0
9,891,0,0,0.34,0.0,0.0
9,892,0,0,0.34,0.0,0.0
9,893,0,0,0.34,0.0,0.0
9,894,0,0,0.34,0.0,0.0
9,895,0,0,0.34,0.0,0.0
9,896,0,0,0.34,0.0,0.0
9,897,0,0,0.34,0.0,0.0
9,898,0,0,0.34,0.0,0.0
9,899,0,0,0.34,0.0,0.0
9,900,0,0,0.34,0.0,0.0
9,901,0,0,0.34,0.0,0.0
9,902,0,0,0.34,0.0,0.0
9,903,0,0,0.34,0.0,0.0
9,904,0,0,0.34,0.0,0.0
9,905,0,0,0.34,0.0,0.0
9,906,0,0,0.34,0.0,0.0
9,907,0,0,0.34,0.0,0.0
9,908,0,0,0.34,0.0,0.0
9,909,0,0,0.34,0.0,0.0
9,910,0,0,0.34,0.0,0.0
9,911,0,0,0.34,0.0,0.0
9,912,0,0,0.34,0.0,0.0
9,913,0,0,0.34,0.0,0.0
9,914,0,0,0.34,0.0,0.0
